Organ Transplantation Center Service Type Description,OTC Code,Organ Transplantation Center Type,OTC Name,OTC Address,OTC City,ZIP Code,Organ Transplantation Center Telephone Number,Organ Transplantation Center URL,Organ Procurement Organization Provider Number,Organ Procurement Organization Name,Organ Procurement Organization Address,Organ Procurement Organization City,Organ Procurement Organization State Abbreviation,Organ Procurement Organization State Name,Organ Procurement Organization Postal Code,Organ Procurement Organization Telephone Number,Organ Procurement Organization URL,State and County Federal Information Processing Standard Code,County or County Equivalent Federal Information Processing Standard Code,Complete County Name,County Equivalent Name,County Description,HHS Region Code,HHS Region Name,State FIPS Code,State Name,State Abbreviation,U.S. - Mexico Border County Indicator,U.S. - Mexico Border 100 Kilometer Indicator,Data Warehouse Record Create Date,Data Warehouse Record Create Date Text,OTC Service List,Geocoding Artifact Address Primary X Coordinate,Geocoding Artifact Address Primary Y Coordinate,Common Region Code,Common Region Name,Common State Name,Common State Abbreviation,Common State FIPS Code,Common State County FIPS Code,Common County Name,Common City Name with State Abbreviation,Common Congressional District Name,Common Congress Number Text,Common State FIPS Code Congressional District Number,Common Postal Code,Organ Transplantation Center Program URL
Heart,TXHI,TX1,CHI St. Luke's Health Baylor College of Medicine Medical Center,6720 Bertner Ave,Houston,77030,713-785-8537,http://www.stlukestexas.com/index.cfm,45P003,LifeGift Organ Donation Center,2510 Westridge St,Houston,TX,Texas,77054-1508,713-523-4438,http://www.lifegift.org,48201,201,Harris County,Harris,County            ,6,Region VI,48,Texas,TX,N,N,10/25/18,10/25/18," Heart, Kidney, Liver, Lung",-95.39916562,29.70868372,6,Region VI,Texas,TX,48,48201,"Harris County, TX","Houston, TX",Texas District 09,115,4809,77030,https://www.srtr.org/transplant-centers/chi-st-lukes-health-baylor-college-of-medicine-medical-center-txhi/
Lung,TXHI,TX1,CHI St. Luke's Health Baylor College of Medicine Medical Center,6720 Bertner Ave,Houston,77030,713-785-8537,http://www.stlukestexas.com/index.cfm,45P003,LifeGift Organ Donation Center,2510 Westridge St,Houston,TX,Texas,77054-1508,713-523-4438,http://www.lifegift.org,48201,201,Harris County,Harris,County            ,6,Region VI,48,Texas,TX,N,N,10/25/18,10/25/18," Heart, Kidney, Liver, Lung",-95.39916562,29.70868372,6,Region VI,Texas,TX,48,48201,"Harris County, TX","Houston, TX",Texas District 09,115,4809,77030,https://www.srtr.org/transplant-centers/chi-st-lukes-health-baylor-college-of-medicine-medical-center-txhi/
Kidney,TXHS,TX1,Methodist Specialty and Transplant Hospital,8026 Floyd Curl Dr,San Antonio,78229,210-575-8110,http://www.texastransplant.org,45P004,Texas Organ Sharing Alliance,8122 Datapoint Dr Ste 200,San Antonio,TX,Texas,78229-3264,210-614-7030,http://www.txorgansharing.org,48029,29,Bexar County,Bexar,County            ,6,Region VI,48,Texas,TX,N,N,10/25/18,10/25/18," Heart, Kidney, Liver, Pancreas",-98.57728511,29.51293794,6,Region VI,Texas,TX,48,48029,"Bexar County, TX","San Antonio, TX",Texas District 21,115,4821,78229,https://www.srtr.org/transplant-centers/methodist-specialty-and-transplant-hospital-txhs/
Pancreas,TXHS,TX1,Methodist Specialty and Transplant Hospital,8026 Floyd Curl Dr,San Antonio,78229,210-575-8110,http://www.texastransplant.org,45P004,Texas Organ Sharing Alliance,8122 Datapoint Dr Ste 200,San Antonio,TX,Texas,78229-3264,210-614-7030,http://www.txorgansharing.org,48029,29,Bexar County,Bexar,County            ,6,Region VI,48,Texas,TX,N,N,10/25/18,10/25/18," Heart, Kidney, Liver, Pancreas",-98.57728511,29.51293794,6,Region VI,Texas,TX,48,48029,"Bexar County, TX","San Antonio, TX",Texas District 21,115,4821,78229,https://www.srtr.org/transplant-centers/methodist-specialty-and-transplant-hospital-txhs/
Liver,TXHS,TX1,Methodist Specialty and Transplant Hospital,8026 Floyd Curl Dr,San Antonio,78229,210-575-8110,http://www.texastransplant.org,45P004,Texas Organ Sharing Alliance,8122 Datapoint Dr Ste 200,San Antonio,TX,Texas,78229-3264,210-614-7030,http://www.txorgansharing.org,48029,29,Bexar County,Bexar,County            ,6,Region VI,48,Texas,TX,N,N,10/25/18,10/25/18," Heart, Kidney, Liver, Pancreas",-98.57728511,29.51293794,6,Region VI,Texas,TX,48,48029,"Bexar County, TX","San Antonio, TX",Texas District 21,115,4821,78229,https://www.srtr.org/transplant-centers/methodist-specialty-and-transplant-hospital-txhs/
Heart,TXHS,TX1,Methodist Specialty and Transplant Hospital,8026 Floyd Curl Dr,San Antonio,78229,210-575-8110,http://www.texastransplant.org,45P004,Texas Organ Sharing Alliance,8122 Datapoint Dr Ste 200,San Antonio,TX,Texas,78229-3264,210-614-7030,http://www.txorgansharing.org,48029,29,Bexar County,Bexar,County            ,6,Region VI,48,Texas,TX,N,N,10/25/18,10/25/18," Heart, Kidney, Liver, Pancreas",-98.57728511,29.51293794,6,Region VI,Texas,TX,48,48029,"Bexar County, TX","San Antonio, TX",Texas District 21,115,4821,78229,https://www.srtr.org/transplant-centers/methodist-specialty-and-transplant-hospital-txhs/
Kidney,TXJS,TX1,University of Texas Medical Branch at Galveston,301 University Blvd,Galveston,77555,409-772-7744,http://www.utmb.edu/,45P002,Southwest Transplant Alliance,3710 Rawlins St Ste 1100,Dallas,TX,Texas,75219-6405,214-522-0255,http://www.organ.org,48167,167,Galveston County,Galveston,County            ,6,Region VI,48,Texas,TX,N,N,10/25/18,10/25/18," Heart, Kidney, Liver, Pancreas",-94.77482918,29.31133337,6,Region VI,Texas,TX,48,48167,"Galveston County, TX","Galveston, TX",Texas District 14,115,4814,77555,https://www.srtr.org/transplant-centers/university-of-texas-medical-branch-at-galveston-txjs/
Pancreas,TXJS,TX1,University of Texas Medical Branch at Galveston,301 University Blvd,Galveston,77555,409-772-7744,http://www.utmb.edu/,45P002,Southwest Transplant Alliance,3710 Rawlins St Ste 1100,Dallas,TX,Texas,75219-6405,214-522-0255,http://www.organ.org,48167,167,Galveston County,Galveston,County            ,6,Region VI,48,Texas,TX,N,N,10/25/18,10/25/18," Heart, Kidney, Liver, Pancreas",-94.77482918,29.31133337,6,Region VI,Texas,TX,48,48167,"Galveston County, TX","Galveston, TX",Texas District 14,115,4814,77555,https://www.srtr.org/transplant-centers/university-of-texas-medical-branch-at-galveston-txjs/
Liver,TXJS,TX1,University of Texas Medical Branch at Galveston,301 University Blvd,Galveston,77555,409-772-7744,http://www.utmb.edu/,45P002,Southwest Transplant Alliance,3710 Rawlins St Ste 1100,Dallas,TX,Texas,75219-6405,214-522-0255,http://www.organ.org,48167,167,Galveston County,Galveston,County            ,6,Region VI,48,Texas,TX,N,N,10/25/18,10/25/18," Heart, Kidney, Liver, Pancreas",-94.77482918,29.31133337,6,Region VI,Texas,TX,48,48167,"Galveston County, TX","Galveston, TX",Texas District 14,115,4814,77555,https://www.srtr.org/transplant-centers/university-of-texas-medical-branch-at-galveston-txjs/
Heart,TXJS,TX1,University of Texas Medical Branch at Galveston,301 University Blvd,Galveston,77555,409-772-7744,http://www.utmb.edu/,45P002,Southwest Transplant Alliance,3710 Rawlins St Ste 1100,Dallas,TX,Texas,75219-6405,214-522-0255,http://www.organ.org,48167,167,Galveston County,Galveston,County            ,6,Region VI,48,Texas,TX,N,N,10/25/18,10/25/18," Heart, Kidney, Liver, Pancreas",-94.77482918,29.31133337,6,Region VI,Texas,TX,48,48167,"Galveston County, TX","Galveston, TX",Texas District 14,115,4814,77555,https://www.srtr.org/transplant-centers/university-of-texas-medical-branch-at-galveston-txjs/
Kidney,TXLP,TX1,Las Palmas Medical Center,1801 N Oregon St,El Paso,79902,915-521-1828,http://www.laspalmashealth.com,45P002,Southwest Transplant Alliance,3710 Rawlins St Ste 1100,Dallas,TX,Texas,75219-6405,214-522-0255,http://www.organ.org,48141,141,El Paso County,El Paso,County            ,6,Region VI,48,Texas,TX,Y,Y,10/25/18,10/25/18, Kidney,-106.4985737,31.77021339,6,Region VI,Texas,TX,48,48141,"El Paso County, TX","El Paso, TX",Texas District 16,115,4816,79902,https://www.srtr.org/transplant-centers/las-palmas-medical-center-txlp/
Kidney,TXMC,TX1,Methodist Dallas Medical Center,1441 N Beckley Ave,Dallas,75203,214-947-1800,http://www.methodisthealthsystem.org/transplant,45P002,Southwest Transplant Alliance,3710 Rawlins St Ste 1100,Dallas,TX,Texas,75219-6405,214-522-0255,http://www.organ.org,48113,113,Dallas County,Dallas,County            ,6,Region VI,48,Texas,TX,N,N,10/25/18,10/25/18," Kidney, Liver, Pancreas, Vascularized Composite Allograft (VCA)",-96.82305363,32.76155502,6,Region VI,Texas,TX,48,48113,"Dallas County, TX","Dallas, TX",Texas District 30,115,4830,75203,https://www.srtr.org/transplant-centers/methodist-dallas-medical-center-txmc/
Pancreas,TXMC,TX1,Methodist Dallas Medical Center,1441 N Beckley Ave,Dallas,75203,214-947-1800,http://www.methodisthealthsystem.org/transplant,45P002,Southwest Transplant Alliance,3710 Rawlins St Ste 1100,Dallas,TX,Texas,75219-6405,214-522-0255,http://www.organ.org,48113,113,Dallas County,Dallas,County            ,6,Region VI,48,Texas,TX,N,N,10/25/18,10/25/18," Kidney, Liver, Pancreas, Vascularized Composite Allograft (VCA)",-96.82305363,32.76155502,6,Region VI,Texas,TX,48,48113,"Dallas County, TX","Dallas, TX",Texas District 30,115,4830,75203,https://www.srtr.org/transplant-centers/methodist-dallas-medical-center-txmc/
Liver,TXMC,TX1,Methodist Dallas Medical Center,1441 N Beckley Ave,Dallas,75203,214-947-1800,http://www.methodisthealthsystem.org/transplant,45P002,Southwest Transplant Alliance,3710 Rawlins St Ste 1100,Dallas,TX,Texas,75219-6405,214-522-0255,http://www.organ.org,48113,113,Dallas County,Dallas,County            ,6,Region VI,48,Texas,TX,N,N,10/25/18,10/25/18," Kidney, Liver, Pancreas, Vascularized Composite Allograft (VCA)",-96.82305363,32.76155502,6,Region VI,Texas,TX,48,48113,"Dallas County, TX","Dallas, TX",Texas District 30,115,4830,75203,https://www.srtr.org/transplant-centers/methodist-dallas-medical-center-txmc/
Vascularized Composite Allograft (VCA),TXMC,TX1,Methodist Dallas Medical Center,1441 N Beckley Ave,Dallas,75203,214-947-1800,http://www.methodisthealthsystem.org/transplant,45P002,Southwest Transplant Alliance,3710 Rawlins St Ste 1100,Dallas,TX,Texas,75219-6405,214-522-0255,http://www.organ.org,48113,113,Dallas County,Dallas,County            ,6,Region VI,48,Texas,TX,N,N,10/25/18,10/25/18," Kidney, Liver, Pancreas, Vascularized Composite Allograft (VCA)",-96.82305363,32.76155502,6,Region VI,Texas,TX,48,48113,"Dallas County, TX","Dallas, TX",Texas District 30,115,4830,75203,https://www.srtr.org/transplant-centers/methodist-dallas-medical-center-txmc/
Kidney,TXMH,TX1,Houston Methodist Hospital,6565 Fannin St,Houston,77030,713-394-6000,http://www.methodisthealth.com,45P003,LifeGift Organ Donation Center,2510 Westridge St,Houston,TX,Texas,77054-1508,713-523-4438,http://www.lifegift.org,48201,201,Harris County,Harris,County            ,6,Region VI,48,Texas,TX,N,N,10/25/18,10/25/18," Heart, Intestine, Kidney, Liver, Lung, Pancreas, Pancreas Islet, Vascularized Composite Allograft (VCA)",-95.40025742,29.71027603,6,Region VI,Texas,TX,48,48201,"Harris County, TX","Houston, TX",Texas District 09,115,4809,77030,https://www.srtr.org/transplant-centers/the-methodist-hospital-txmh/
Pancreas,TXMH,TX1,Houston Methodist Hospital,6565 Fannin St,Houston,77030,713-394-6000,http://www.methodisthealth.com,45P003,LifeGift Organ Donation Center,2510 Westridge St,Houston,TX,Texas,77054-1508,713-523-4438,http://www.lifegift.org,48201,201,Harris County,Harris,County            ,6,Region VI,48,Texas,TX,N,N,10/25/18,10/25/18," Heart, Intestine, Kidney, Liver, Lung, Pancreas, Pancreas Islet, Vascularized Composite Allograft (VCA)",-95.40025742,29.71027603,6,Region VI,Texas,TX,48,48201,"Harris County, TX","Houston, TX",Texas District 09,115,4809,77030,https://www.srtr.org/transplant-centers/the-methodist-hospital-txmh/
Pancreas Islet,TXMH,TX1,Houston Methodist Hospital,6565 Fannin St,Houston,77030,713-394-6000,http://www.methodisthealth.com,45P003,LifeGift Organ Donation Center,2510 Westridge St,Houston,TX,Texas,77054-1508,713-523-4438,http://www.lifegift.org,48201,201,Harris County,Harris,County            ,6,Region VI,48,Texas,TX,N,N,10/25/18,10/25/18," Heart, Intestine, Kidney, Liver, Lung, Pancreas, Pancreas Islet, Vascularized Composite Allograft (VCA)",-95.40025742,29.71027603,6,Region VI,Texas,TX,48,48201,"Harris County, TX","Houston, TX",Texas District 09,115,4809,77030,https://www.srtr.org/transplant-centers/the-methodist-hospital-txmh/
Liver,TXMH,TX1,Houston Methodist Hospital,6565 Fannin St,Houston,77030,713-394-6000,http://www.methodisthealth.com,45P003,LifeGift Organ Donation Center,2510 Westridge St,Houston,TX,Texas,77054-1508,713-523-4438,http://www.lifegift.org,48201,201,Harris County,Harris,County            ,6,Region VI,48,Texas,TX,N,N,10/25/18,10/25/18," Heart, Intestine, Kidney, Liver, Lung, Pancreas, Pancreas Islet, Vascularized Composite Allograft (VCA)",-95.40025742,29.71027603,6,Region VI,Texas,TX,48,48201,"Harris County, TX","Houston, TX",Texas District 09,115,4809,77030,https://www.srtr.org/transplant-centers/the-methodist-hospital-txmh/
Intestine,TXMH,TX1,Houston Methodist Hospital,6565 Fannin St,Houston,77030,713-394-6000,http://www.methodisthealth.com,45P003,LifeGift Organ Donation Center,2510 Westridge St,Houston,TX,Texas,77054-1508,713-523-4438,http://www.lifegift.org,48201,201,Harris County,Harris,County            ,6,Region VI,48,Texas,TX,N,N,10/25/18,10/25/18," Heart, Intestine, Kidney, Liver, Lung, Pancreas, Pancreas Islet, Vascularized Composite Allograft (VCA)",-95.40025742,29.71027603,6,Region VI,Texas,TX,48,48201,"Harris County, TX","Houston, TX",Texas District 09,115,4809,77030,https://www.srtr.org/transplant-centers/the-methodist-hospital-txmh/
Heart,TXMH,TX1,Houston Methodist Hospital,6565 Fannin St,Houston,77030,713-394-6000,http://www.methodisthealth.com,45P003,LifeGift Organ Donation Center,2510 Westridge St,Houston,TX,Texas,77054-1508,713-523-4438,http://www.lifegift.org,48201,201,Harris County,Harris,County            ,6,Region VI,48,Texas,TX,N,N,10/25/18,10/25/18," Heart, Intestine, Kidney, Liver, Lung, Pancreas, Pancreas Islet, Vascularized Composite Allograft (VCA)",-95.40025742,29.71027603,6,Region VI,Texas,TX,48,48201,"Harris County, TX","Houston, TX",Texas District 09,115,4809,77030,https://www.srtr.org/transplant-centers/the-methodist-hospital-txmh/
Lung,TXMH,TX1,Houston Methodist Hospital,6565 Fannin St,Houston,77030,713-394-6000,http://www.methodisthealth.com,45P003,LifeGift Organ Donation Center,2510 Westridge St,Houston,TX,Texas,77054-1508,713-523-4438,http://www.lifegift.org,48201,201,Harris County,Harris,County            ,6,Region VI,48,Texas,TX,N,N,10/25/18,10/25/18," Heart, Intestine, Kidney, Liver, Lung, Pancreas, Pancreas Islet, Vascularized Composite Allograft (VCA)",-95.40025742,29.71027603,6,Region VI,Texas,TX,48,48201,"Harris County, TX","Houston, TX",Texas District 09,115,4809,77030,https://www.srtr.org/transplant-centers/the-methodist-hospital-txmh/
Vascularized Composite Allograft (VCA),TXMH,TX1,Houston Methodist Hospital,6565 Fannin St,Houston,77030,713-394-6000,http://www.methodisthealth.com,45P003,LifeGift Organ Donation Center,2510 Westridge St,Houston,TX,Texas,77054-1508,713-523-4438,http://www.lifegift.org,48201,201,Harris County,Harris,County            ,6,Region VI,48,Texas,TX,N,N,10/25/18,10/25/18," Heart, Intestine, Kidney, Liver, Lung, Pancreas, Pancreas Islet, Vascularized Composite Allograft (VCA)",-95.40025742,29.71027603,6,Region VI,Texas,TX,48,48201,"Harris County, TX","Houston, TX",Texas District 09,115,4809,77030,https://www.srtr.org/transplant-centers/the-methodist-hospital-txmh/
Kidney,TXPL,TX1,Medical City Fort Worth,900 9th Ave,Fort Worth,76104,817-834-8500,http://plazamedicalcenter.com,45P003,LifeGift Organ Donation Center,2510 Westridge St,Houston,TX,Texas,77054-1508,713-523-4438,http://www.lifegift.org,48439,439,Tarrant County,Tarrant,County            ,6,Region VI,48,Texas,TX,N,N,10/25/18,10/25/18," Kidney, Liver, Pancreas",-97.34582316,32.73485433,6,Region VI,Texas,TX,48,48439,"Tarrant County, TX","Fort Worth, TX",Texas District 12,115,4812,76104,https://www.srtr.org/transplant-centers/plaza-medical-center-of-fort-worth-txpl/
Pancreas,TXPL,TX1,Medical City Fort Worth,900 9th Ave,Fort Worth,76104,817-834-8500,http://plazamedicalcenter.com,45P003,LifeGift Organ Donation Center,2510 Westridge St,Houston,TX,Texas,77054-1508,713-523-4438,http://www.lifegift.org,48439,439,Tarrant County,Tarrant,County            ,6,Region VI,48,Texas,TX,N,N,10/25/18,10/25/18," Kidney, Liver, Pancreas",-97.34582316,32.73485433,6,Region VI,Texas,TX,48,48439,"Tarrant County, TX","Fort Worth, TX",Texas District 12,115,4812,76104,https://www.srtr.org/transplant-centers/plaza-medical-center-of-fort-worth-txpl/
Liver,TXPL,TX1,Medical City Fort Worth,900 9th Ave,Fort Worth,76104,817-834-8500,http://plazamedicalcenter.com,45P003,LifeGift Organ Donation Center,2510 Westridge St,Houston,TX,Texas,77054-1508,713-523-4438,http://www.lifegift.org,48439,439,Tarrant County,Tarrant,County            ,6,Region VI,48,Texas,TX,N,N,10/25/18,10/25/18," Kidney, Liver, Pancreas",-97.34582316,32.73485433,6,Region VI,Texas,TX,48,48439,"Tarrant County, TX","Fort Worth, TX",Texas District 12,115,4812,76104,https://www.srtr.org/transplant-centers/plaza-medical-center-of-fort-worth-txpl/
Kidney,TXPM,TX1,Parkland Health and Hospital System,5200 Harry Hines Blvd,Dallas,75235,214-590-8000,http://www.parklandhospital.com/,45P002,Southwest Transplant Alliance,3710 Rawlins St Ste 1100,Dallas,TX,Texas,75219-6405,214-522-0255,http://www.organ.org,48113,113,Dallas County,Dallas,County            ,6,Region VI,48,Texas,TX,N,N,10/25/18,10/25/18, Kidney,-96.83693249,32.81181728,6,Region VI,Texas,TX,48,48113,"Dallas County, TX","Dallas, TX",Texas District 30,115,4830,75235,https://www.srtr.org/transplant-centers/parkland-health-and-hospital-system-txpm/
Kidney,TXRM,TX1,Christus Santa Rosa Hospital Medical Center,2827 Babcock Rd,San Antonio,78229,210-705-6700,http://www.christussantarosa.org,45P004,Texas Organ Sharing Alliance,8122 Datapoint Dr Ste 200,San Antonio,TX,Texas,78229-3264,210-614-7030,http://www.txorgansharing.org,48029,29,Bexar County,Bexar,County            ,6,Region VI,48,Texas,TX,N,N,10/25/18,10/25/18, Kidney,-98.59153235,29.51230944,6,Region VI,Texas,TX,48,48029,"Bexar County, TX","San Antonio, TX",Texas District 21,115,4821,78229,https://www.srtr.org/transplant-centers/christus-santa-rosa-hospital-medical-center-txrm/
Kidney,TXSP,TX1,UT Southwestern Medical Center/William P. Clements Jr. University Hospital,6201 Harry Hines Blvd,Dallas,75235,214-633-5555,http://www.utsouthwestern.edu/,45P002,Southwest Transplant Alliance,3710 Rawlins St Ste 1100,Dallas,TX,Texas,75219-6405,214-522-0255,http://www.organ.org,48113,113,Dallas County,Dallas,County            ,6,Region VI,48,Texas,TX,N,N,10/25/18,10/25/18," Heart, Kidney, Liver, Lung",-96.84713576,32.81968811,6,Region VI,Texas,TX,48,48113,"Dallas County, TX","Dallas, TX",Texas District 30,115,4830,75235,https://www.srtr.org/transplant-centers/ut-southwestern-medical-centerwilliam-p-clements-jr-university-hospital-txsp/
Liver,TXSP,TX1,UT Southwestern Medical Center/William P. Clements Jr. University Hospital,6201 Harry Hines Blvd,Dallas,75235,214-633-5555,http://www.utsouthwestern.edu/,45P002,Southwest Transplant Alliance,3710 Rawlins St Ste 1100,Dallas,TX,Texas,75219-6405,214-522-0255,http://www.organ.org,48113,113,Dallas County,Dallas,County            ,6,Region VI,48,Texas,TX,N,N,10/25/18,10/25/18," Heart, Kidney, Liver, Lung",-96.84713576,32.81968811,6,Region VI,Texas,TX,48,48113,"Dallas County, TX","Dallas, TX",Texas District 30,115,4830,75235,https://www.srtr.org/transplant-centers/ut-southwestern-medical-centerwilliam-p-clements-jr-university-hospital-txsp/
Heart,TXSP,TX1,UT Southwestern Medical Center/William P. Clements Jr. University Hospital,6201 Harry Hines Blvd,Dallas,75235,214-633-5555,http://www.utsouthwestern.edu/,45P002,Southwest Transplant Alliance,3710 Rawlins St Ste 1100,Dallas,TX,Texas,75219-6405,214-522-0255,http://www.organ.org,48113,113,Dallas County,Dallas,County            ,6,Region VI,48,Texas,TX,N,N,10/25/18,10/25/18," Heart, Kidney, Liver, Lung",-96.84713576,32.81968811,6,Region VI,Texas,TX,48,48113,"Dallas County, TX","Dallas, TX",Texas District 30,115,4830,75235,https://www.srtr.org/transplant-centers/ut-southwestern-medical-centerwilliam-p-clements-jr-university-hospital-txsp/
